STATE,Benefits
01/31/2000,"6,512,008"
02/29/2000,"6,247,014"
03/31/2000,"6,590,192"
04/30/2000,"5,347,758"
05/31/2000,"5,981,026"
06/30/2000,"5,817,601"
07/31/2000,"5,478,250"
08/31/2000,"6,700,293"
09/30/2000,"5,419,462"
10/31/2000,"5,163,367"
11/30/2000,"5,545,005"
12/31/2000,"4,990,714"
01/31/2001,"6,667,664"
02/28/2001,"5,480,569"
03/31/2001,"6,059,704"
04/30/2001,"5,970,331"
05/31/2001,"6,434,033"
06/30/2001,"6,079,192"
07/31/2001,"7,031,058"
08/31/2001,"7,942,501"
09/30/2001,"7,064,342"
10/31/2001,"8,022,778"
11/30/2001,"12,502,145"
12/31/2001,"11,595,276"
01/31/2002,"14,206,140"
02/28/2002,"12,346,218"
03/31/2002,"13,162,381"
04/30/2002,"12,703,664"
05/31/2002,"11,487,321"
06/30/2002,"10,278,767"
07/31/2002,"11,709,502"
08/31/2002,"11,013,735"
09/30/2002,"9,719,770"
10/31/2002,"10,095,257"
11/30/2002,"8,573,191"
12/31/2002,"9,784,313"
01/31/2003,"10,863,619"
02/28/2003,"8,936,236"
03/31/2003,"9,855,486"
04/30/2003,"9,170,144"
05/31/2003,"8,429,534"
06/30/2003,"8,692,886"
07/31/2003,"9,450,208"
08/31/2003,"8,468,995"
09/30/2003,"8,994,210"
10/31/2003,"8,505,752"
11/30/2003,"7,427,902"
12/31/2003,"9,584,189"
01/31/2004,"8,256,725"
02/29/2004,"7,637,334"
03/31/2004,"8,489,900"
04/30/2004,"6,964,488"
05/31/2004,"6,327,036"
06/30/2004,"7,694,562"
07/31/2004,"6,636,878"
08/31/2004,"8,027,234"
09/30/2004,"6,857,625"
10/31/2004,"6,087,247"
11/30/2004,"7,007,099"
12/31/2004,"6,427,476"
01/31/2005,"7,401,251"
02/28/2005,"6,019,423"
03/31/2005,"7,075,993"
04/30/2005,"5,782,382"
05/31/2005,"5,738,686"
06/30/2005,"7,280,137"
07/31/2005,"6,663,857"
08/31/2005,"8,537,407"
09/30/2005,"7,300,167"
10/31/2005,"6,752,039"
11/30/2005,"8,141,852"
12/31/2005,"7,390,843"
01/31/2006,"8,524,669"
02/28/2006,"6,673,040"
03/31/2006,"6,933,131"
04/30/2006,"6,192,434"
05/31/2006,"7,216,061"
06/30/2006,"6,251,922"
07/31/2006,"6,543,951"
